id	variant	gene	protein	priority	priorityText	freq_GnomAD	freq_GoNL	insilico	family	remarks	publication	insight	clinvar	CIMRA_conclusion	NKI_conclusion	classification	label
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	